,Athlete,Affiliate,Country,Competition,Placement,Region,Division,Division_2,Back Squat,Chad1000x,Clean and Jerk,Deadlift,Fight Gone Bad,Filthy 50,Fran,Grace,Helen,L1 Benchmark,Max Pull-ups,Run 5k,Snatch,Sprint 400m
114,Sergio Pancotti,CrossFit Lugano,,,,Europe,Men,,125 kg,,90 kg,160 kg,,,,,,,25,,70 kg,
120,Kerry Donnelly,CrossFit 4810,,"2023 quarterfinals
258th
worldwide",258th,worldwide,Women (55-59),Women (55-59),90 kg,,,115 kg,207,,8:02,,11:01,,,,,1:16
128,Richard Webb,Ore CrossFit,,"2023 open
8695th
worldwide",8695th,worldwide,Men,Men (40-44),145 kg,,102 kg,185 kg,,,,,,,11,21:26,75 kg,
138,Kathleen Friend,,,"2023 open
1677th
worldwide",1677th,worldwide,Women,Women (50-54),83 kg,,57 kg,218 lb,200,,8:18,,15:53,,,31:45,43 kg,2:12
139,Anders Tangen,Pang CrossFit Korpen Gävle,,,,Europe North,Men,,105 kg,,78 kg,140 kg,,,,,,,31,,60 kg,
167,Ally McCrea,CrossFit Hervey Bay,,,,Oceania,Women,,115 kg,,85 kg,140 kg,,,6:46,2:59,,,20,,62 kg,
177,David Konopka,CrossFit Stuttgart,,,,Europe,Men,,165 kg,,123 kg,180 kg,,,,,,,,,100 kg,
202,Minji Jang,CrossFit Seocheon Stable,,"2023 open
11128th
worldwide",11128th,worldwide,Women,Women,210 lb,,180 lb,300 lb,,,5:40,3:01,,,,,135 lb,
205,Marcel Piek,,,,,Europe,Men,,85 kg,,,145 kg,,,,,,,,,,
209,Oystein Amundsen,CrossFit Drammen,,,,Norway,Men,,,,,,346,,4:36,,,,25,,,
227,Robert Davis,CrossFit 9 Degrees,,"2023 games
6th
worldwide",6th,worldwide,Men (55-59),Men (55-59),,,220 lb,415 lb,,,,,9:02,,45,,,
235,Gregg Oughton,Injustice CrossFit,,"2023 open
2522nd
worldwide",2522nd,worldwide,Men (55-59),Men (55-59),145 kg,,90 kg,190 kg,,,,,15:00,,18,31:00,60 kg,1:37
238,Katherine Reinhardt,Nevermore CrossFit,,,,North America,Women,,202 lb,,135 lb,280 lb,,,4:04,2:45,,,,,110 lb,
240,Andreas Olaussen,CrossFit Nordafoerr,,"2023 open
9355th
worldwide",9355th,worldwide,Men,Men,175 kg,,110 kg,200 kg,,,3:33,,,,26,20:07,70 lb,
247,Maciej Warchal,Monolitten CrossFit,,"2023 open
12590th
worldwide",12590th,worldwide,Men,Men (40-44),175 kg,,101 kg,160 kg,245,,7:47,3:51,14:38,,,,75 kg,
250,Matthew Miller,CrossFit Dog Fight,,"2023 open
3768th
worldwide",3768th,worldwide,Men,Men (45-49),340 lb,,215 lb,400 lb,,,5:20,3:01,12:58,,,,155 lb,
254,Edson Prado,CrossFit Blumenau,,"2023 open
5622nd
worldwide",5622nd,worldwide,Men,Men (50-54),170 kg,,100 kg,200 kg,,,,,,,,,70 kg,
264,Craig Baldwin,,,,,Mid Atlantic,Boys (16-17),,205 lb,,175 lb,265 lb,,,,,,,,22:30,,
277,Kristina Schrepf,CrossFit Milford,,"2023 quarterfinals
401st
North America East",401st,North America East,Women,Women,,,205 lb,,,,,,,,40,,155 lb,1:02
278,Danilo Barros,,,"2023 quarterfinals
507th
worldwide",507th,worldwide,Men,Men (35-39),,,,,,,2:15,3:25,,,,,,
290,Michelle Murphy,CrossFit NCR,,"2023 quarterfinals
551st
North America East",551st,North America East,Women,Women,205 lb,,165 lb,,,,5:42,,,,,,110 lb,
292,Jan Hübner,Kraft Box CrossFit,,"2023 open
6117th
worldwide",6117th,worldwide,Men,Men (40-44),150 kg,,,180 kg,,,,,13:40,,,,,
339,Gerald Goedar,,,,,Europe,Men,,100 kg,,80 kg,100 kg,,,,,,,6,30:00,65 kg,
345,Takeyuti Filho,,,,,Brazil,Men (55-59),,100 kg,,65 kg,140 kg,,,,,,,,,50 kg,
351,Joel Linkenhoker,Boomtown CrossFit,,"2023 open
11159th
worldwide",11159th,worldwide,Men,Men (35-39),,,,,,,,,8:49,,,,,
360,Tyaneil Darrell,LifeThyme CrossFit,,"2023 open
19722nd
worldwide",19722nd,worldwide,Men,Men,345 lb,,275 lb,445 lb,,,,,,,35,,220 lb,
364,Long Ngoc Kim Nguyen,CrossFit Q7,,"2023 open
77882nd
worldwide",77882nd,worldwide,Men,Men,140 kg,,110 kg,155 kg,,,3:45,,,,,,80 kg,
372,Chris Jones,,,,,North America,Men,,325 lb,,185 lb,405 lb,,,,,,,,,165 lb,
376,John Fowler,802 CrossFit,,"2023 open
8159th
worldwide",8159th,worldwide,Men,Men (35-39),305 lb,,195 lb,415 lb,345,24:09,4:54,3:59,9:28,,,19:02,155 lb,1:20
398,Dan Brown,CrossFit Myrtle Beach,,,,United States,Men,,305 lb,,185 lb,385 lb,,,4:39,4:23,,,,,145 lb,1:17
403,Mandy Desrochers,,,,,North East,Women,,,,,,238,,,,,,,23:00,,
408,Wayne Glass,Timberwolf CrossFit,,,,United States,Men,,360 lb,,215 lb,405 lb,,,6:53,3:27,,,20,18:30,175 lb,
426,Nathan Wilder,CrossFit West Cobb,,"2023 open
5603rd
worldwide",5603rd,worldwide,Men,Men (45-49),465 lb,,285 lb,515 lb,,,8:30,,,,,,215 lb,
430,Danielle Kennedy,CrossFit 570,,,,North America East,Women,,175 lb,,155 lb,235 lb,,23:56,9:08,3:16,15:12,,,,105 lb,
443,Axel Schmalwieser,CrossFit Murstadt,,,,Europe,Men,,100 kg,,70 kg,126 kg,,,,6:50,13:03,,13,,51 kg,
462,Patrick Eggert,,,,,Europe,Men,,125 kg,,,180 kg,,,,,,,,,,
464,Cynthia Gonzales,CrossFit Giddings,,,,United States,Women,,215 lb,,115 lb,270 lb,,,9:26,,,,,,85 lb,
478,Patricia Singletary,CrossFit Bangor,,,,North East,Women,,180 lb,,90 lb,225 lb,,,,,,,,,90 lb,
480,Rick Smith,,,"2023 open
622nd
worldwide",622nd,worldwide,Men (60-64),Men (60-64),250 lb,,160 lb,315 lb,,,6:15,4:05,10:35,,25,,120 lb,1:12
532,Charlie Cust,,,,,Europe,Men,,190 kg,,125 kg,190 kg,,,3:34,2:52,8:12,,,,98 kg,
538,Jorge Aguilar,,,"2023 open
11210th
worldwide",11210th,worldwide,Men,Men (35-39),,,,225 lb,,,,,,,,26:00,,1:45
550,Melanie St-Pierre,,,,,North America,Women,,260 lb,,175 lb,287 lb,,,6:10,2:53,15:22,,36,,140 lb,
557,Jamie van Son,,,,,Europe,Women,,,,,105 kg,,,,,,,,21:20,,
567,Al Bordelon,,,,,South Central,Men (55-59),,245 lb,,185 lb,315 lb,265,,7:17,4:25,11:40,,,,130 lb,
581,Frank Wevers,CrossFit Oost,,,,Europe Central,Men,,120 kg,,85 kg,140 kg,,,,,,,,27:42,65 kg,
602,Liza Tulisano Walters,CrossFit Thin Blue Line,,"2023 open
45129th
worldwide",45129th,worldwide,Women,Women,315 lb,72:18,205 lb,345 lb,283,23:05,3:33,2:18,9:28,,22,,140 lb,1:40
603,Tristan Wiley,CrossFit 318,,,,South Central,Boys (14-15),,180 lb,,160 lb,,,,,,,,,,125 lb,
605,Juan Daniel Carrion,CrossFit Brownsville,,,,South Central,Men,,300 lb,,205 lb,305 lb,,,8:05,,,,,,150 lb,
611,Daniel Emoto,CrossFit Fireside,,"2023 open
6357th
worldwide",6357th,worldwide,Men,Men (35-39),,,,375 lb,,,,,,,,22:48,,
620,Frank Mistretta,,,,,North West,Men,,325 lb,,,340 lb,,27:27,,,,,,,115 lb,
626,Joseph Cowen III,Brenham CrossFit,,,,United States,Men,,345 lb,,245 lb,415 lb,,28:19,5:04,3:29,,,,23:09,175 lb,1:22
647,Rita Patnode,,,,,North East,Women,,240 lb,,185 lb,310 lb,,,3:33,3:43,10:45,,21,,125 lb,
650,Mandy Kajajian,CrossFit Bison,,"2023 open
5466th
worldwide",5466th,worldwide,Women,Women (40-44),215 lb,,,300 lb,,,6:42,,,,,26:48,110 lb,
661,Botond Gyergyai,,,,,Europe,Men,,180 kg,,110 kg,230 kg,,,,,,,,25:10,,
674,Rafael Fernandes,CrossFit Betta,,,,Brazil,Men,,418 lb,,297 lb,440 lb,280,,2:37,2:30,8:45,,53,19:39,220 lb,0:52
738,Rynea Edwards,CrossFit Sentry,,,,United States,Women,,195 lb,,125 lb,195 lb,,,,,,,,,95 lb,
750,Jimmy Smith,CrossFit 301 Elite,,"2023 open
8318th
worldwide",8318th,worldwide,Men,Men,435 lb,,315 lb,505 lb,,,2:12,2:05,,,75,,225 lb,
762,Daniel Haws,,,,,North Central,Men,,385 lb,,255 lb,475 lb,,,,,,,,,155 lb,
771,Walter Escobar,CrossFit Rising Wave,,,,United States,Men,,400 lb,,,,,,,,,,,,,
778,Webb Chastain,Pike Road CrossFit,,"2023 open
8907th
worldwide",8907th,worldwide,Men,Men (35-39),295 lb,,215 lb,405 lb,328,29:39,5:52,3:15,10:25,,,,155 lb,1:28
798,Matthew Ward,Chalk Dust CrossFit,,,,Central East,Men,,145 lb,,115 lb,,,,,,,,,,75 lb,
802,Loic Capparos,CrossFit Portet Sur Garonne,,,,France,Men,,130 lb,,90 kg,170 kg,,,,,,,,,70 kg,
817,Joshua Womack,CrossFit Indianapolis,,"2023 open
35951st
worldwide",35951st,worldwide,Men,Men,290 lb,,270 lb,405 lb,,,4:45,3:02,9:19,,,,206 lb,
822,Daniel Johnson,CrossFit Helena,,,,North America,Men,,380 lb,,265 lb,480 lb,328,,,2:42,7:13,,,18:10,,46:50
831,Katherine Brigham,,,,,North Central,Women,,225 lb,,150 lb,245 lb,,,3:54,2:46,,,,25:36,125 lb,
833,Chris Mcgeevor,CrossFit Darlington,,,,Europe,Men,,165 kg,,117 kg,230 kg,,,,,,,35,19:36,85 kg,
836,Gonzalo Gazzola,CrossFit Alea,,"2023 open
7041st
worldwide",7041st,worldwide,Men,Men,150 kg,,130 kg,200 kg,,,2:41,,,,66,,100 kg,
840,Kimberly Pupo,Harborside CrossFit,,,,United States,Women,,225 lb,,140 lb,265 lb,181,28:49,5:51,4:15,11:26,,,28:14,100 lb,2:06
851,Patrice Alfe,Unité CrossFit,,"2023 open
17316th
worldwide",17316th,worldwide,Men,Men (35-39),275 lb,,205 lb,385 lb,,,5:52,5:31,,,25,,175 lb,
863,Ashley Ainsworth,Brandywine CrossFit,,"2023 open
14097th
worldwide",14097th,worldwide,Women,Women,280 lb,,215 lb,390 lb,,,,,,,,21:00,155 lb,
872,Nate Flores,HomeGrown CrossFit,,,,United States,Men,,235 lb,,175 lb,315 lb,,,,,,,,,160 lb,
873,Chris Bonnell,,,,,Canada East,Men,,345 lb,,215 lb,400 lb,314,,4:22,3:56,,,,,170 lb,
874,Jessica Vo,Tusk CrossFit,,"2023 quarterfinals
426th
worldwide",426th,worldwide,Women,Women (35-39),255 lb,,215 lb,325 lb,329,,5:56,1:53,10:58,,15,24:18,140 lb,
876,Hayley Linn,CrossFit Igneous,,,,North America,Women,,265 lb,,178 lb,320 lb,,,,,,,,,150 lb,
894,Saif Qunaybi,1969 CrossFit,,,,Asia,Men,,445 lb,,305 lb,615 lb,,,,,,,,,240 lb,
895,Zeyad Waseem,,,"2023 open
26442nd
worldwide",26442nd,worldwide,Men,Men,405 lb,,295 lb,465 lb,,,,3:02,,,,,235 lb,
897,Anne-Sofie Bendtsen,,,,,,,,55 kg,,45 kg,85 kg,,,,,,,1,19:50,35 kg,
902,Alejandro Rios,CrossFit Electrica,,"2023 open
16654th
worldwide",16654th,worldwide,Men,Men,415 lb,,300 lb,485 lb,366,,3:14,2:56,9:13,,30,24:28,225 lb,1:02
907,William Farquharson,Spindle City CrossFit,,"2023 quarterfinals
91st
North America East",91st,North America East,Men,Men,415 lb,,320 lb,420 lb,,,,,,,,,259 lb,
908,Anna Maylor,,,"2023 quarterfinals
1246th
Europe",1246th,Europe,Women,Women,,,,,,,,3:27,,,,,,
910,Michal Lange,CrossFit SW1,,,,Europe,Men,,120 kg,,85 kg,150 kg,,,,,,,,24:10,62 kg,
919,John Walburn,Warrior Pride Fitness CrossFit,,,,North America,Men,,375 lb,,225 lb,405 lb,,,5:58,2:58,9:50,,34,22:47,180 lb,
923,Rebecca Webb,,,,,North Central,Women,,170 lb,,95 lb,215 lb,,,,,,,,,,
938,Arseny Mironov,,,,,Asia,Men,,170 kg,,120 kg,190 kg,,,3:47,5:00,,,47,,90 kg,
952,Walid Kamil,,,,,Africa,Men,,286 lb,,205 lb,325 lb,,,,3:40,,,,,,55:30
958,Nora Devine,CrossFit ULC,,,,United States,Women,,145 lb,,115 lb,205 lb,,,,,,,,,70 lb,
963,Deidre Grant,,,,,North America,Women,,150 lb,,105 lb,190 lb,277,34:08,8:36,17:30,10:27,,15,21:37,75 lb,1:20
969,Jari Zegers,CrossFit Fabriek 0492,,"2023 quarterfinals
1436th
Europe",1436th,Europe,Men,Men,360 lb,,280 lb,450 lb,,,,,,,,,230 lb,
970,Bilal Rashed,CrossFit 916,,,,North America,Men,,300 lb,,225 lb,330 lb,228,,9:33,3:26,10:00,,,,167 lb,
973,Geoffrey Fay,CrossFit Boston Iron & Grit,,,,United States,Men,,300 lb,,235 lb,370 lb,,,5:44,,,,,,185 lb,
982,Candi Fisher,CrossFit Social City,,,,United States,Women,,245 lb,,,345 lb,,,7:36,3:35,12:02,,,,120 lb,
984,Emil Sunne Jørgensen,,,"2023 quarterfinals
1022nd
Europe",1022nd,Europe,Men,Men,170 kg,,133 kg,195 kg,,,2:26,,,,60,,103 kg,
985,Katie Smith,CrossFit Loop,,,,North America,Women,,305 lb,,160 lb,300 lb,,,4:28,,,,10,,130 lb,
1017,Andrew Lucas,Canon City CrossFit,,"2023 open
7814th
worldwide",7814th,worldwide,Men,Men (45-49),300 lb,,205 lb,455 lb,332,,,,10:06,,,18:24,,1:03
1018,Daniel Hatten,CrossFit Cincinnati,,"2023 open
18946th
worldwide",18946th,worldwide,Men,Men (35-39),345 lb,,220 lb,396 lb,,,,,,,,,175 lb,
1034,Sofia Prorok,Mutiny CrossFit,,,,North America,Women,,320 lb,,215 lb,370 lb,455,,2:30,1:38,,,35,,150 lb,
1040,Ann-Britt Nilsson,CrossFit Skövde,,"2023 open
236th
worldwide",236th,worldwide,Women,Women (50-54),100 kg,,70 kg,125 kg,,20:49,5:40,2:46,,,16,,54 kg,
1051,Michael McCasland,,,"2023 quarterfinals
138th
worldwide",138th,worldwide,Men,Men (40-44),395 lb,,290 lb,475 lb,,,,,,,,,215 lb,
1061,Sarah Stemen,Chalk Dust CrossFit,,,,Central East,Women,,95 lb,,65 lb,180 lb,,,,,,,15,28:00,35 lb,
1078,Dani Howell,CrossFit Strong,,,,North America,Women,,300 lb,,195 lb,,,,,,,,30,23:17,155 lb,1:00
1084,Jonn Horn,CrossFit Otter Point Athletics,,,,Canada,Men,,275 lb,,215 lb,400 lb,,,,,,,,,165 lb,
1086,Louis Vidal,CrossFit Schenectady,,"2023 open
767th
worldwide",767th,worldwide,Men,Men (40-44),420 lb,,266 lb,425 lb,,19:46,2:26,2:56,7:16,,63,20:40,210 lb,
1087,Katelyn Royer,CrossFit New Hampshire,,"2023 open
67899th
worldwide",67899th,worldwide,Women,Women,,,,225 lb,,,,,,,,,,
1090,Alex Strassman,,,"2023 open
5257th
worldwide",5257th,worldwide,Men,Men (35-39),375 lb,,230 lb,450 lb,,,6:03,3:03,,,30,22:44,177 lb,1:10
1095,Chris Ingle,,,,,United States,Men,,275 lb,,205 lb,315 lb,,,6:25,,12:28,,,,155 lb,
1104,Mara Dullum,,,,,North Central,Women,,185 lb,,,205 lb,,,,,,,10,,,
1116,Teresa Simonson,CrossFit Allectus,,"2023 open
658th
worldwide",658th,worldwide,Women,Women (50-54),215 lb,,140 lb,305 lb,,,4:49,3:35,10:44,,,,110 lb,
1118,Fagner Queiroz,Equilibrio CrossFit,,"2023 open
1470th
worldwide",1470th,worldwide,Men,Men,206 kg,,153 kg,243 kg,,,2:03,,,,73,,120 kg,
1119,Jesper Leppiaho,CrossFit 33400,,"2023 open
45472nd
worldwide",45472nd,worldwide,Men,Men,170 kg,,141 kg,200 kg,361,18:02,2:26,,,,,,110 kg,
1121,Nico Seider,,,,,Europe,Men,,,,,,,,,,,,,18:34,,
1130,Marty Lavender,CrossFit Kakou,,"2023 open
7744th
worldwide",7744th,worldwide,Men,Men (45-49),295 lb,,190 lb,325 lb,,,,,,,,,145 lb,
1131,Rachel Barters,BCF CrossFit,,,,West Coast,Women,,195 lb,,,205 lb,,,,,,,,,,
1139,John Pemberton,Clutch City CrossFit,,,,United States,Men,,270 lb,,185 lb,325 lb,,,,,,,,,146 lb,
1140,Maggie Bouckaert,CrossFit 401,,"2023 quarterfinals
839th
North America West",839th,North America West,Women,Women,245 lb,,180 lb,300 lb,,,3:40,,,,24,26:37,145 lb,1:36
1143,Charlene Guevara,CrossFit Hard Knox,,,,North America East,Women (60-64),,245 lb,,145 lb,280 lb,242,17:26,5:20,3:03,12:59,,,,105 lb,
1159,Christopher Menzies,CrossFit Kirkintilloch,,,,Europe,Men,,108 kg,,85 kg,160 kg,,,,,,,,,70 kg,
1170,Eric Egmer,CrossFit Kilter,,,,North Central,Men,,330 lb,,255 lb,365 lb,,,,3:21,,,30,,200 lb,
1177,Tyrone Phillips,CrossFit at MKG,,"2023 open
10976th
worldwide",10976th,worldwide,Men,Men (35-39),300 lb,,220 lb,405 lb,,,7:34,4:52,,,,,150 lb,
1179,Cheri O'Gara,Ocean State CrossFit,,,,North America,Women (55-59),,105 lb,,90 lb,160 lb,,,,,,,,,70 lb,
1190,Ricardo Neves,,,,,Europe,Men,,140 kg,,102 kg,170 kg,,,4:17,4:24,8:23,,50,,70 kg,
1213,Valerian Mathonet,,,,,Belgium,Men,,100 kg,,55 kg,135 kg,,,,,,,9,,30 kg,
1224,Lee Guy,,,"2023 quarterfinals
637th
worldwide",637th,worldwide,Men,Men (45-49),130 kg,,90 kg,200 kg,313,,3:30,,,,,,70 kg,1:25
1237,Oguz Can Okuyucu,,,,,Africa,Men,,140 lb,,95 kg,145 lb,,,,,,,,,70 lb,
1241,Caio Timbó,Invicio CrossFit,,,,South America,Men,,305 lb,,250 lb,405 lb,,,3:43,3:27,12:29,,,26:16,210 lb,
1245,Alexander Lagana,East State CrossFit,,,,United States,Men,,225 lb,,125 lb,255 lb,139,,,,,,5,33:23,105 lb,1:24
1246,Cynthia Rodrigues,Arbo CrossFit,,"2023 open
477th
worldwide",477th,worldwide,Women,Women (50-54),195 lb,,125 lb,235 lb,,,,,,,,,75 lb,
1254,Shawn Campbell,CrossFit South Brooklyn,,"2023 open
1252nd
worldwide",1252nd,worldwide,Women (55-59),Women (55-59),160 lb,,92 lb,206 lb,,,,,,,,,63 lb,
1264,Genny McElhaney,,,,,South Central,Women,,,,,220 lb,,,,,,,,,,
1293,Cristina Kotz Cornejo,CrossFit Jeffries Point,,,,North America,Women (55-59),,,,,155 lb,,,,,,,,,,
1301,Valin Sabine,CrossFit Human Project,,,,Europe,Women,,75 kg,,,100 kg,242,,5:40,,,,,,,
1307,Dionisio Vega,CrossFit Órale,,,,United States,Men,,305 lb,,205 lb,355 lb,,,,,,,,28:00,145 lb,
1333,Hunner Huval,Ragin' CrossFit,,,,United States,Men,,355 lb,,275 lb,460 lb,,,4:30,,10:37,,,,205 lb,1:06
1342,Brant Sims,CrossFit Tough,,"2023 open
35118th
worldwide",35118th,worldwide,Men,Men,475 lb,,315 lb,510 lb,,,,,,,,,250 lb,
1353,Joaquin Barreto,,,,,Northern California,Men,,260 lb,,135 lb,290 lb,,,,,,,,,105 lb,
1369,Nick Suche,,,,,North America,Men,,1 lb,,1 lb,1 lb,,,,60:00,60:00,,,,1 lb,
1370,Keo Torre,Unified CrossFit,,"2023 open
1514th
worldwide",1514th,worldwide,Men,Men (35-39),415 lb,,285 lb,405 lb,,,4:50,,,,,,216 lb,
1377,David Cooke,CrossFit All Out,,,,Europe,Men,,235 kg,,120 kg,251 kg,,,15:00,4:30,,,6,30:27,92 kg,1:45
1400,Andrew Hovanes,Diablo CrossFit,,,,North America,Men,,310 lb,,195 lb,370 lb,,,,,,,,,155 lb,
1414,Robyn Ozuna,CrossFit OverTake,,"2023 quarterfinals
641st
worldwide",641st,worldwide,Women,Women (40-44),230 lb,,165 lb,236 lb,274,29:00,5:10,3:26,11:26,,,,120 lb,
1421,Cara Partello,CrossFit Freesol,,,,Europe,Women,,176 lb,,148 lb,275 lb,,22:23,6:25,,10:08,,,,95 lb,
1431,Jeremy Cake,CrossFit SPEED,,"2023 open
17944th
worldwide",17944th,worldwide,Men,Men,210 kg,,160 kg,235 kg,,,4:51,,,,,,123 kg,
1432,Piper Cook,Refine CrossFit,,,,North America West,Women,,275 lb,,215 lb,315 lb,322,24:55,4:20,2:56,,,,,160 lb,
1433,Rob Mitchell,,,,,North America East,Men,,425 lb,,265 lb,535 lb,,,3:32,1:58,,,33,21:59,230 lb,
1437,Alan Zedaker,,,"2023 quarterfinals
1342nd
worldwide",1342nd,worldwide,Men,Men (35-39),400 lb,,300 lb,510 lb,,26:04,3:52,2:49,9:18,,,21:39,205 lb,
1443,Crystal Martinez,,,,,Northern California,Women,,155 lb,,135 lb,205 lb,,,,,,,,6:55,75 lb,
1444,Erin Thomson,Bull City CrossFit,,"2023 open
5891st
worldwide",5891st,worldwide,Women,Women (35-39),200 lb,,155 lb,260 lb,,,4:28,,,,31,,120 lb,
1445,Gerardo Cantu,,,,,Latin America,Men,,295 lb,,125 lb,260 lb,95,,,,16:41,,12,7:00,145 lb,
1450,Clint Atmosoerodjo,,,,,South America,Men,,355 lb,,243 lb,425 lb,,,5:10,,,,30,23:00,195 lb,
1456,Ghada Burgess,CrossFit Bartlesville,,,,North America,Women (55-59),,140 lb,,95 lb,205 lb,,,,,,,,,65 lb,
1472,Daniel Sousa,Trust CrossFit,,,,South America,Men,,200 kg,,148 kg,205 kg,,,3:15,2:00,,,,,120 kg,
1474,Anna Amodeo,CrossFit Insidious,,,,United States,Women,,240 lb,,155 lb,255 lb,,,5:45,,,,,,110 lb,
1478,Caroline Cox,Bridge View CrossFit,,,,North America,Women,,265 lb,,205 lb,305 lb,,,,2:54,,,12,,160 lb,1:10
1488,Charles Daniel,,,,,North America,Men,,300 lb,,185 lb,350 lb,,,,6:22,14:17,,,,135 lb,
1490,Nathan Alcorn,Blended Athletics CrossFit,,,,Canada East,Men,,345 lb,,225 lb,375 lb,,,,,,,,,185 lb,
1497,Rui Pica,CrossFit Avenida da República,,"2023 open
13161st
worldwide",13161st,worldwide,Men,Men (35-39),120 kg,,85 kg,165 kg,,,7:20,,10:22,,,,61 kg,
1517,Cassandra Fox-Noble,CrossFit Living The Dream,,,,Oceania,Women,,101 kg,,68 kg,117 kg,,,,5:06,,,,,47 kg,
1531,Amber Hopeman,CrossFit Dunwoody,,,,North America East,Women,,215 lb,,155 lb,265 lb,,,6:26,3:21,10:15,,20,24:47,115 lb,1:39
1558,Lauren Tighe,Calibrated CrossFit,,,,North America,Women,,225 lb,,150 lb,280 lb,,25:39,4:50,4:14,10:23,,,,115 lb,1:35
1564,Richard Musgrove,Odin CrossFit,,,,United States,Men,,290 lb,,205 lb,405 lb,,,,,,,,,145 lb,
1568,Grace Ferguson,CrossFit Pittsburgh,,"2023 open
5514th
worldwide",5514th,worldwide,Women,Women (35-39),210 lb,,145 lb,235 lb,274,,6:40,4:48,13:40,,,,95 lb,
1570,Robert Hale,CrossFit Crew,,,,North America,Men,,405 lb,,275 lb,425 lb,,,,,,,,,195 lb,
1571,Antonio Carro,CrossFit Committed,,,,Europe,Men,,100 kg,,63 kg,140 kg,300,,,,,,,,45 kg,
1601,Ari Melincoff-Levy,CrossFit eXalted,,"2023 quarterfinals
2118th
North America East",2118th,North America East,Men,Men,315 lb,,245 lb,,,,,,,,45,,215 lb,0:55
1614,Christopher Latimer,CrossFit Sibo,,,,Central America,Men,,375 lb,,250 lb,465 lb,,,,,,,,5:45,185 lb,
1616,Timothy O'Rourke,Timeless CrossFit,,,,North America,Men,,375 lb,,225 lb,345 lb,,,9:21,,,,,,175 lb,
1617,Stephanie Wiesbrook,CrossFit Thunderbolt,,,,North America,Women,,220 lb,,110 lb,245 lb,185,35:01,9:52,5:48,,,,,98 lb,1:33
1618,Erika Kraft,,,,,North America,Women,,,,,135 lb,,,,,,,,,60 lb,
1639,Patricia Turnmire,CrossFit MOTO,,"2023 open
17th
worldwide",17th,worldwide,Women Multi-Extremity,Women Multi-Extremity,140 lb,,80 lb,,153,,,,,,,,70 lb,
1645,Christopher Gandy,River Valley CrossFit,,"2023 open
12299th
worldwide",12299th,worldwide,Men,Men (35-39),365 lb,,265 lb,465 lb,279,,5:29,3:09,10:46,,,29:15,165 lb,
1649,Brent Proctor,Red Stick CrossFit,,"2023 open
41st
worldwide",41st,worldwide,Men,Men (35-39),375 lb,,305 lb,455 lb,,,,,,,,,245 lb,
1661,Chris King-Sidney,CrossFit West Vancouver,,,,North America,Men,,365 lb,,275 lb,440 lb,,,,,,,,,185 lb,
1676,Lauren Meyer,CrossFit Kia Maia,,,,Oceania,Women,,80 kg,,73 kg,133 kg,,,,,,,,,50 kg,
